date,show_name,url,name,image_url,address,business_hours,telephone
2021/03/09,食尚玩家,https://supertaste.tvbs.com.tw/review/329135,旭集,https://cc.tvbs.com.tw/img/program/upload/2021/03/09/20210309140203-5bc4b2b1.jpg,台北市信義區松仁路58號（信義大遠百A13 9樓）,午餐11：30～14：00、下午餐14：30～16：30、晚餐 17：30～21：30,02-8780-3366
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329168,明倫蛋餅,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310100825-a781f774.jpg,台中市西屯區福星路546號,15：00～凌晨01：30／週六、日14：00～凌晨01：30,0975-791-179
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329172,聯合國泰式料理,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310111453-9d708888.jpg,台中市西屯區中工三路58號,11：00～14：00、17：00～20：00（週日休）,04-2350-9065
2021/03/11,瘋狂總部,https://supertaste.tvbs.com.tw/review/329200,QBurger（松山民生店）,https://cc.tvbs.com.tw/img/program/upload/2021/03/11/20210311102752-b570c2ba.jpg,台北市松山區民生東路103號,06：00～13：30／週六、日06：00～14：00,02-2547-1072
2021/04/09,熱血48小時,https://supertaste.tvbs.com.tw/review/329698,富鼎旺（中正店）,https://cc.tvbs.com.tw/img/program/upload/2021/04/09/20210409103126-df0d741a.jpg,台中市中區臺灣大道1段560號,週一至日11：00～15：00、16：30～20：00（週二休）,04-2225-3188
2021/03/11,瘋狂總部,https://supertaste.tvbs.com.tw/review/329208,呈獻海鮮,https://cc.tvbs.com.tw/img/program/upload/2021/03/11/20210311110944-65452385.jpg,宜蘭縣壯圍鄉古結路33-1號,週一至日11：00～14：00、17：00～20：00（週三休）,03-938-2158
2021/03/16,食尚玩家,https://supertaste.tvbs.com.tw/review/329281,Pilot in Cafe,https://cc.tvbs.com.tw/img/program/upload/2021/03/16/20210316103151-7f01b342.jpg,桃園市中壢區永平街23號1樓,10：30～21：00,03-280-7369
2021/04/13,魚肉鄉民,https://supertaste.tvbs.com.tw/review/329753,丁山肉丸,https://cc.tvbs.com.tw/img/program/upload/2021/04/13/20210413165328-c6648a7a.png,台中市中區臺灣大道1段370號,週一至日10：30～18：30,04-2226-4409
2021/04/06,食尚玩家,https://supertaste.tvbs.com.tw/review/329619,SVART HULL黑洞酒吧,https://cc.tvbs.com.tw/img/program/upload/2021/03/30/20210330102906-f4bc0dd4.jpg,台中市西屯區何厝街86號,週一至四19：00～00：00／週五、六19：00～凌晨01：00（週日休）,04-2314-2205
2021/04/14,2天1夜go,https://supertaste.tvbs.com.tw/review/329761,楊婆婆麵粉煎,https://cc.tvbs.com.tw/img/program/upload/2021/04/14/20210414103017-8e8fff2b.jpg,宜蘭縣宜蘭市神農路二段3號,週一至日10：30～23：00,03-936-6251
2021/04/08,瘋狂總部,https://supertaste.tvbs.com.tw/review/329674,旗津星空隧道,https://cc.tvbs.com.tw/img/program/upload/2021/04/08/20210408110513-13a2c2b1.jpg,高雄市旗津區廟前路1巷,24小時開放,07-222-5136
2021/03/09,食尚玩家,https://supertaste.tvbs.com.tw/review/329135,徹思叔叔咖啡廳（台北店）,https://cc.tvbs.com.tw/img/program/upload/2021/03/09/20210309140209-904a389e.jpg,台北市中山區中山北路一段121巷9-1號,11：00～21：00,02-2567-7892
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329168,逢甲溫家地瓜球,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310100827-82708b04.jpg,台中市西屯區文華路99-2號,18：00～凌晨01：00／週日16：00～凌晨01：00（週二休）,0912-697-580
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329172,無名水煎包（西屯總店）,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310111451-d06040e4.jpg,台中市西屯區西屯路三段158-50號,12：00～19：00（週日休；每月第一及第四個週一休）,04-2461-0957
2021/04/09,熱血48小時,https://supertaste.tvbs.com.tw/review/329698,頂園全鴨坊,https://cc.tvbs.com.tw/img/program/upload/2021/04/09/20210409103053-4e10b765.jpg,台中市西屯區市政北二路305號,週一至日11：00～14：00、17：00～22：00,04-2259-8957
2021/03/11,瘋狂總部,https://supertaste.tvbs.com.tw/review/329208,張美阿嬤農場,https://cc.tvbs.com.tw/img/program/upload/2020/09/08/20200908114554-5770b081.jpg,宜蘭縣三星鄉行健一路二段161號,週一至日09：30～17：00（週三休）,0935-514-462
2021/04/06,食尚玩家,https://supertaste.tvbs.com.tw/review/329624,三八雞,https://cc.tvbs.com.tw/img/program/upload/2021/04/06/20210406114210-133f549f.jpg,嘉義市西區南京路306號,17：00～凌晨01：00（週一休）,05-235-5215
2021/04/07,2天1夜go,https://supertaste.tvbs.com.tw/review/329647,真大蒸餃,https://cc.tvbs.com.tw/img/program/upload/2021/04/07/20210407101532-c7ee243a.jpg,新北市淡水區新民街180巷3號,週一至六07：30～18：00（週日休）,0932-382-197
2021/04/13,魚肉鄉民,https://supertaste.tvbs.com.tw/review/329753,阿斗伯冷凍芋,https://cc.tvbs.com.tw/img/program/upload/2020/08/27/20200827104919-181e1e98.jpg,台中市中區成功路356號,週一至日14：30～凌晨01：00,04-2221-8061
2021/04/06,食尚玩家,https://supertaste.tvbs.com.tw/review/329619,鈞怡大飯店,https://cc.tvbs.com.tw/img/program/upload/2021/04/06/20210406110300-13105a4e.jpg,高雄市前金區河東路10號,,07-282-1888
2021/04/07,2天1夜go,https://supertaste.tvbs.com.tw/review/329649,老地方手工小籠湯包,https://cc.tvbs.com.tw/img/program/upload/2021/04/07/20210407105726-a5b176d8.jpg,新北市三芝區淡金路二段21號,週二至日11：00～20：30（週一休）,02-2636-7711
2021/04/08,瘋狂總部,https://supertaste.tvbs.com.tw/review/329672,大樹龍目社區發展協會,https://cc.tvbs.com.tw/img/program/upload/2021/04/08/20210408101251-b7251b82.jpg,高雄市大樹區龍目路76號,週一至日09：00～17：00,07-652-9295
2021/04/08,瘋狂總部,https://supertaste.tvbs.com.tw/review/329674,九記鹽埕食糖水,https://cc.tvbs.com.tw/img/program/upload/2021/04/08/20210408111254-22d95401.jpg,高雄市鹽埕區鹽埕街36巷23號,週一至日14：00～00：00,07-531-4007
2021/03/09,食尚玩家,https://supertaste.tvbs.com.tw/review/329135,泰市場,https://cc.tvbs.com.tw/img/program/upload/2021/03/09/20210309140210-0921c151.jpg,台北市信義區松高路11號（信義誠品6樓）,12：00～14：30、18：00～21：30／週六、日11：00～12：45、13：15～15：30、17：00～18：45、19：15～21：30,02-8786-0029
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329168,官芝霖大腸包小腸（逢甲店）,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310100830-1e89a21e.jpg,台中市西屯區逢甲路20巷16號,12：00～凌晨01：00,0926-621-255
2021/03/03,2天1夜go,https://supertaste.tvbs.com.tw/review/329020,山吻泉餐廳,https://cc.tvbs.com.tw/img/program/upload/2021/03/03/20210303104044-470d3bd2.jpg,苗栗縣泰安鄉錦水村圓墩83-2號,11：00～22：00（週二休）,03-794-1570
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329058,新竹英迪格酒店,https://cc.tvbs.com.tw/img/program/upload/2021/03/04/20210304122656-a052311c.jpg,新竹市東區公道五路二段111號,,03-516-9308
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329062,鷹王肉圓,https://cc.tvbs.com.tw/img/program/upload/2021/03/08/20210308151530-2abdf260.jpg,新竹市香山區延平路二段350號,10：30～19：00（週三休）,0933-794-992
2021/03/08,熱血48小時,https://supertaste.tvbs.com.tw/review/329105,Arpia Taipei,https://cc.tvbs.com.tw/img/program/upload/2021/02/26/20210226102633-31e16b9f.jpg,台北市大安區敦化南路一段190巷49號,18：00～凌晨02：00／週五至六18：00～凌晨03：00,02-2776-0398
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329172,余舍行旅Royal Roi Hotel,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310111449-498885f6.jpg,台中市西屯區環中路二段1129號,15：00～24：00,04-2706-1129
2021/04/09,熱血48小時,https://supertaste.tvbs.com.tw/review/329698,范記金之園草袋飯（總店）,https://cc.tvbs.com.tw/img/program/upload/2021/04/09/20210409103022-9db91db2.jpg,台中市中區成功路170號,週一至日11：00～19：30（週三休）,04-2220-7388
2021/03/11,瘋狂總部,https://supertaste.tvbs.com.tw/review/329208,天送埤火車站,https://cc.tvbs.com.tw/img/program/upload/2021/03/11/20210311121704-7bb82deb.jpg,宜蘭縣三星鄉福山街福山橫巷27號,24小時開放,03-989-5853
2021/04/06,食尚玩家,https://supertaste.tvbs.com.tw/review/329624,心心有機草莓園,https://cc.tvbs.com.tw/img/program/upload/2021/04/06/20210406115101-45adf74c.jpg,嘉義縣大林鎮中正路843號,週一至日10：00～16：00,0929-201-213
2021/04/07,2天1夜go,https://supertaste.tvbs.com.tw/review/329647,呂媽媽鹽酥雞,https://cc.tvbs.com.tw/img/program/upload/2021/04/07/20210407101528-8ad34f0e.jpg,新北市淡水區新民街92號94號中間,週一至六15：00～22：45（週日休）,0922-643-009
2021/04/13,魚肉鄉民,https://supertaste.tvbs.com.tw/review/329753,宋家鯰魚湯老店,https://cc.tvbs.com.tw/img/program/upload/2021/04/13/20210413165331-f8711c6b.jpg,台中市西區五權路185號,週一至六15：00～21：00（週日休）,0933-352-901
2021/04/07,2天1夜go,https://supertaste.tvbs.com.tw/review/329649,廣泰香西點麵包,https://cc.tvbs.com.tw/img/program/upload/2021/04/07/20210407105731-e4e29de1.jpg,新北市淡水區淡金路三段347號,週一至五08：00～22：00／週六至日08：00～18：30,02-2622-3015
2021/04/08,瘋狂總部,https://supertaste.tvbs.com.tw/review/329674,大樹龍目社區發展協會,https://cc.tvbs.com.tw/img/program/upload/2021/04/08/20210408101251-b7251b82.jpg,高雄市大樹區龍目路76號,週一至日09：00～17：00,07-652-9295
2021/03/09,食尚玩家,https://supertaste.tvbs.com.tw/review/329135,帝一帝王蟹吃到飽,https://cc.tvbs.com.tw/img/program/upload/2021/03/09/20210309140207-357964c1.jpg,台北市內湖區內湖路一段210號,11：30～15：00、17：00～22：30（週一休）,02-2627-2989
2021/03/03,2天1夜go,https://supertaste.tvbs.com.tw/review/329020,翩翩泰安 GLAMPING,https://cc.tvbs.com.tw/img/program/upload/2021/03/03/20210303104048-f4a09e51.jpg,苗栗縣泰安鄉86-6號,,03-794-1099
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329058,哭哭咖啡,https://cc.tvbs.com.tw/img/program/upload/2021/03/04/20210304122018-92c58123.jpg,新竹縣竹北市文興路二段140號,07：30〜17：00／週六、日08：00〜17：30,
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329062,李克承博士故居 a-moom,https://cc.tvbs.com.tw/img/program/upload/2021/03/04/20210304124834-9b1abbc5.jpg,新竹市北區勝利路199號,09：00～17：00（週一休）,03-522-0352
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329172,韓大王馬鈴薯豬骨湯,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310111454-0a05152a.jpg,台中市西屯區福星北二街11號,11：30～15:00、17：00～21：30,04-2452-9511
2020/12/10,瘋狂總部,https://supertaste.tvbs.com.tw/review/327581,移動式三輪車豬血糕（新莊呂豬血糕）,https://cc.tvbs.com.tw/img/program/upload/2020/12/10/20201210112110-8d1c0b63.jpg,新北市新莊區昌盛街65-49號（每隔１小時就換位置）,週一至日17：30～19：30,0922-150-519
2020/12/14,熱血48小時,https://supertaste.tvbs.com.tw/review/327622,安東市場,https://cc.tvbs.com.tw/img/program/upload/2020/12/14/20201214110226-0ec6a473.jpg,台北市大安區瑞安街75號,06：00〜21：00／週日06：00〜14：00（週一休）,
2021/03/11,瘋狂總部,https://supertaste.tvbs.com.tw/review/329208,知足豬腳,https://cc.tvbs.com.tw/img/program/upload/2021/03/11/20210311122557-f735804f.jpg,宜蘭縣羅東鎮純精路二段242號,10：30～14：00、16：30～20：00 （週三休）,03-956-8686
2020/12/14,熱血48小時,https://supertaste.tvbs.com.tw/review/327624,馬師原創料理,https://cc.tvbs.com.tw/img/program/upload/2020/12/14/20201214113301-af6ee714.jpg,台北市大安區瑞安街75號1樓（安東市場內143號攤）,10：30～13：30（週一休）,02-2706-3968
2020/12/15,食尚玩家,https://supertaste.tvbs.com.tw/review/327644,繼光香香雞-ATT For Fun店,https://cc.tvbs.com.tw/img/program/upload/2020/12/15/20201215110953-7ff5ddbc.jpg,台北市信義區松壽路12號,11：00〜23：00,02-2723-2844
2021/04/06,食尚玩家,https://supertaste.tvbs.com.tw/review/329624,鈞怡大飯店,https://cc.tvbs.com.tw/img/program/upload/2021/04/06/20210406110300-13105a4e.jpg,高雄市前金區河東路10號,,07-282-1888
2021/04/07,2天1夜go,https://supertaste.tvbs.com.tw/review/329647,淡水文化阿給,https://cc.tvbs.com.tw/img/program/upload/2021/04/07/20210407101524-b88697ca.jpg,新北市淡水區真理街6-4號,週一至日06：30～18：30,02-2621-3004
2021/04/13,魚肉鄉民,https://supertaste.tvbs.com.tw/review/329753,I'm Talato 塔拉朵義式冰淇淋旗艦門市,https://cc.tvbs.com.tw/img/program/upload/2021/04/13/20210413165342-ff67c5c2.jpg,台中市西區英才路451號,週一至五12：00～18：00／週六、日11：00～19：30,04-2305-8908
2021/04/07,2天1夜go,https://supertaste.tvbs.com.tw/review/329649,淡水福容大飯店,https://cc.tvbs.com.tw/img/program/upload/2021/04/07/20210407105736-5d26de52.jpg,新北市淡水區觀海路83號,,02-2628-7888
2021/04/08,瘋狂總部,https://supertaste.tvbs.com.tw/review/329674,逍遙園,https://cc.tvbs.com.tw/img/program/upload/2021/04/08/20210408112553-5720de56.jpg,高雄市新興區六合一路55巷15號,週二至五11：00～17：00／週六、日11：00～18：00（週一休）,07-222-5136
2021/03/09,食尚玩家,https://supertaste.tvbs.com.tw/review/329135,村民食堂-廚窗港點飲茶百匯,https://cc.tvbs.com.tw/img/program/upload/2021/03/09/20210309140205-06debb8a.jpg,桃園市桃園區中正路1078號,11：30～14：00、17：30～21：00／週六、日11：00～15：00、17：00～21：00,03-316-3838
2021/03/03,2天1夜go,https://supertaste.tvbs.com.tw/review/329020,青串小館,https://cc.tvbs.com.tw/img/program/upload/2021/03/03/20210303104041-2a51d792.jpg,苗栗縣大湖鄉忠孝路170號,11：15～14：00、17：00～20：00／週一、三11：15～14：00（週四休）,03-799-7889
2020/11/19,瘋狂總部,https://supertaste.tvbs.com.tw/review/327286,南方米造秈稻碗粿 MIricecake,https://cc.tvbs.com.tw/img/program/upload/2020/11/19/20201119104419-40fe872c.jpg,台南市麻豆區新生南路7號,08：00～20：00（週一休）,06-571-3126
2020/11/23,熱血48小時,https://supertaste.tvbs.com.tw/review/327323,Air-Gene 空氣基因,https://cc.tvbs.com.tw/img/program/upload/2020/11/23/20201123105725-cc1c4b79.jpg,台中市南屯區龍富路四段439號,11：00～20：00（週二休）,04-2382-9229
2020/11/23,熱血48小時,https://supertaste.tvbs.com.tw/review/327325,Volkswagen福斯汽車櫻花展示中心,https://cc.tvbs.com.tw/img/program/upload/2020/11/23/20201123112310-0e997349.jpg,台中市西屯區文心路三段109號,08：30～21：30,04-2317-5565
2020/11/24,食尚玩家,https://supertaste.tvbs.com.tw/review/327343,niko and...（台北旗艦店）,https://cc.tvbs.com.tw/img/program/upload/2020/11/24/20201124105301-4978240b.jpg,台北市大安區忠孝東路四段142號,週一至週四11：00～22：00／週五至週日11：00～22：30,02-2731-0031
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329062,老店薑母雞,https://cc.tvbs.com.tw/img/program/upload/2021/03/04/20210304124210-ab6fdb5d.jpg,新竹市北區少年街51號,11：00～凌晨03：00,03-528-4895
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329172,田寮農莊,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310111445-61c612ed.jpg,台中市南屯區樂田巷2-34號,11：30～17：00／週六、日11：30～19：30,04-2479-5186
2020/12/10,瘋狂總部,https://supertaste.tvbs.com.tw/review/327581,QQ球/地瓜球/芝麻球/蕃薯餅,https://cc.tvbs.com.tw/img/program/upload/2020/12/10/20201210112042-557c902a.jpg,新北市新莊區建豐街2號,週一至日14：45～22：00（週日休）,
2020/12/14,熱血48小時,https://supertaste.tvbs.com.tw/review/327622,共煮生活實驗室 Co-cooking Lab,https://cc.tvbs.com.tw/img/program/upload/2020/12/14/20201214105225-17fccccd.jpg,台北市信義區虎林街120巷137-1號,10：00〜22：00,02-2709-5529
2021/03/11,瘋狂總部,https://supertaste.tvbs.com.tw/review/329208,邱比準 Cupishoot 射擊博物館,https://cc.tvbs.com.tw/img/program/upload/2021/03/11/20210311123823-818135f8.jpg,宜蘭縣冬山鄉八仙二路93號,週二～日09：00～17：00／週一09：30～17：00（週四休）,03-950-7110
2020/12/14,熱血48小時,https://supertaste.tvbs.com.tw/review/327624,津輕丸號,https://cc.tvbs.com.tw/img/program/upload/2020/12/14/20201214113314-2b1936c7.jpg,台北市大安區瑞安街75號（安東市場內155號攤）,週二至日10：30～15：30（週一休）,0911-884-127
2020/12/15,食尚玩家,https://supertaste.tvbs.com.tw/review/327644,Take Out Burger & Café,https://cc.tvbs.com.tw/img/program/upload/2020/12/15/20201215110947-2dddaa12.jpg,台北市大安區通化街171巷42號,11：00〜22：30,02-2732-2882
2021/04/06,食尚玩家,https://supertaste.tvbs.com.tw/review/329624,好家廚房,https://cc.tvbs.com.tw/img/program/upload/2021/04/06/20210406120106-e49dee7c.jpg,高雄市左營區立文路90號,週一至日11：30～14：30、17：00～21：00,07-556-1025
2021/04/07,2天1夜go,https://supertaste.tvbs.com.tw/review/329649, 三空泉農園,https://cc.tvbs.com.tw/img/program/upload/2021/04/07/20210407105741-33fb5a1f.jpg,新北市淡水區三空泉18號,週一至日11：00～20：00,02-8626-2339
2021/04/08,瘋狂總部,https://supertaste.tvbs.com.tw/review/329674,帕泰 Padthai,https://cc.tvbs.com.tw/img/program/upload/2021/04/08/20210408113550-3a5bffe5.jpg,高雄市前金區成功一路333號,週一至日14：00～23：00（店家公休日詳見臉書粉絲專頁）,07-221-0662
2021/03/09,食尚玩家,https://supertaste.tvbs.com.tw/review/329135,PaPark爬爬客親子樂園（台北ATT大直店）,https://cc.tvbs.com.tw/img/program/upload/2021/03/09/20210309121008-77287ad8.jpg,台北市中山區敬業三路123號（大直ATT3樓）,11：00～21：00,02-7725-0147
2021/03/03,2天1夜go,https://supertaste.tvbs.com.tw/review/329020,六合草莓休閒農場,https://cc.tvbs.com.tw/img/program/upload/2021/03/03/20210303104037-f504b175.jpg,苗栗縣大湖鄉水尾2-23號,08：00～18：30,03-799-3521
2020/11/19,瘋狂總部,https://supertaste.tvbs.com.tw/review/327286,兜空間 Dou Maison,https://cc.tvbs.com.tw/img/program/upload/2020/11/19/20201119104430-d2bba4ea.jpg,台南市中西區中正路31號,13：00～21：00,06-221-9169
2020/11/19,瘋狂總部,https://supertaste.tvbs.com.tw/review/327286,鼎富發豬油拌飯,https://cc.tvbs.com.tw/img/program/upload/2021/02/25/20210225134652-c1f01a42.png,台南市中西區大德街38號,10：30～19：30,06-222-2327
2020/11/19,瘋狂總部,https://supertaste.tvbs.com.tw/review/327286,弘大年糕-大東夜市店,https://cc.tvbs.com.tw/img/program/upload/2020/11/19/20201119104425-1214b92d.jpg,台南市東區林森路一段276號（大東夜市內） ,週一、二、五18：00～凌晨01：00,
2020/11/19,瘋狂總部,https://supertaste.tvbs.com.tw/review/327286,金三益健康茶飲,https://cc.tvbs.com.tw/img/program/upload/2020/11/19/20201119104427-9ebf1e8d.jpg,台南市北區林森路三段185號,09：00～20：30（週二休）,06-208-4915
2020/11/19,瘋狂總部,https://supertaste.tvbs.com.tw/review/327286,牛五蔵–肉鍋 x 塩ホルモン,https://cc.tvbs.com.tw/img/program/upload/2020/11/19/20201119104428-38c37032.jpg,台南市安平區建平路577號,11：00～22：00,06-297-0709
2020/11/23,熱血48小時,https://supertaste.tvbs.com.tw/review/327323,玉蘭豆沙鮮乳,https://cc.tvbs.com.tw/img/program/upload/2020/11/23/20201123105726-6422e7b4.jpg,新竹市東區東南街127號,11：30～19：30（週日休）,0968-750-608
2020/11/23,熱血48小時,https://supertaste.tvbs.com.tw/review/327325,馨香泡沫紅茶,https://cc.tvbs.com.tw/img/program/upload/2020/11/23/20201123112308-e292470b.jpg,台中市北區太平路143-1號,09：00～16：40（週三、四休）,04-2225-5523
2020/11/23,熱血48小時,https://supertaste.tvbs.com.tw/review/327325,埔里虎嘯飛行傘基地,https://cc.tvbs.com.tw/img/program/upload/2020/11/23/20201123112314-8edb01e1.jpg,南投縣埔里鎮知安路100號,09：00～17：00,0966-566-087
2020/11/23,熱血48小時,https://supertaste.tvbs.com.tw/review/327325,惠豐麵包店,https://cc.tvbs.com.tw/img/program/upload/2020/11/23/20201123112311-e09e4c28.jpg,南投縣埔里鎮南盛街43號,07：00～22：00,04-9298-7677
2020/11/23,熱血48小時,https://supertaste.tvbs.com.tw/review/327325,吃光食堂After The Meal,https://cc.tvbs.com.tw/img/program/upload/2020/11/23/20201123112313-638af790.jpg,台中市西區五廊街12號,11：00～15：00、16：00～20：30,0928-680-620
2020/11/23,熱血48小時,https://supertaste.tvbs.com.tw/review/327325,Pang滂鹹酥吧,https://cc.tvbs.com.tw/img/program/upload/2020/11/23/20201123112306-62954bdf.jpg,台中市西區西屯路一段105號,16：00～24：00,40-2205-3567
2020/11/24,食尚玩家,https://supertaste.tvbs.com.tw/review/327343,BRUSH & GREEN,https://cc.tvbs.com.tw/img/program/upload/2020/11/24/20201124105303-824e2914.jpg,台北市大安區潮州街80號,10：30〜19：30,02-2555-0849
2020/11/16,熱血48小時,https://supertaste.tvbs.com.tw/review/327221,金瓜石神社遺址,https://cc.tvbs.com.tw/img/program/upload/2020/11/16/20201116111630-fd9e471e.jpg,新北市瑞芳區金光路8號（黃金博物館）,24小時開放,02-2496-2800
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329062,森窯,https://cc.tvbs.com.tw/img/program/upload/2021/03/04/20210304123347-217690ac.jpg,新竹縣北埔鄉外坪村8鄰20-1號,11：00～17：30 / 週六至日11：00～18：30（週一、二休）,0958-806-022
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329062,CHAR.恰,https://cc.tvbs.com.tw/img/program/upload/2021/03/04/20210304130557-00b91fd2.jpg,新竹市東區公道五路111號,11：30～14：00／週四～日11：30～14：00、17：30～21：30,03-516-9308
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329062,No.40 Beimen北門室食,https://cc.tvbs.com.tw/img/program/upload/2021/03/04/20210304134541-0c19272b.jpg,新竹市北區西大路691號,11：30～20：00（週一休）,0903-850-082
2021/03/04,瘋狂總部,https://supertaste.tvbs.com.tw/review/329062,石坊小井,https://cc.tvbs.com.tw/img/program/upload/2021/03/04/20210304131924-48e58477.jpg,新竹市北區石坊街17-4號,18：00～22：30 （週一休）,03-523-2373
2020/11/17,食尚玩家,https://supertaste.tvbs.com.tw/review/327240,派樂桶仔雞爐烤肉架,https://cc.tvbs.com.tw/img/program/upload/2020/11/17/20201117105008-80fbb326.jpg,,,
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329172,老窗白糖粿,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310111447-b2ce33d0.jpg,台中市北區育才街19號,13：00～22：00（週二休）,04-2229-0578
2021/03/10,2天1夜go,https://supertaste.tvbs.com.tw/review/329172,泰丘鍋物,https://cc.tvbs.com.tw/img/program/upload/2021/03/10/20210310111450-d71230e8.jpg,台中市北區一中街98號2樓,12：00～23：00／週六、日11：00～23：00 ,04-2229-8515
2020/11/17,食尚玩家,https://supertaste.tvbs.com.tw/review/327242,飛鼠不渴露營農場,https://cc.tvbs.com.tw/img/program/upload/2020/11/17/20201117111400-b61ac151.jpg,桃園市復興區雪霧鬧道路,電話預約制,0981-650-878
2020/11/18,2天1夜go,https://supertaste.tvbs.com.tw/review/327264,礁溪頂好蔥油餅,https://cc.tvbs.com.tw/img/program/upload/2020/11/18/20201118110620-79fa96dd.jpg,宜蘭縣礁溪鄉礁溪路五段（摩斯漢堡招牌下 、7-11 旁邊）,14：00～20：00（週二、三休）,0919-214-173
2020/12/10,瘋狂總部,https://supertaste.tvbs.com.tw/review/327581,三峽老虎麵,https://cc.tvbs.com.tw/img/program/upload/2020/12/10/20201210112057-710c1a96.jpg,新北市三峽區光明路100-4號,週一至六12：00～15：00、17：00～售完為止（週日休）,0925-225-985
